LAMMPS data file via write_data, version 2 Apr 2025, timestep = 6560000, units = metal

1000 atoms
2 atom types

-1.127891888905177 25.12063536441738 xlo xhi
-1.127891888905177 25.12063536441738 ylo yhi
-1.127891888905177 25.12063536441738 zlo zhi

Atom Type Labels

1 H
2 Si

Masses

1 1.00784
2 28.0855

Atoms # atomic

465 2 2.635601461625904 0.9428361326337598 -0.5032192853187878 0 0 0
796 2 0.8870053124324806 2.8001876557832466 0.41716552960321707 1 1 1
578 2 -0.2809014618754593 -0.6374146510883272 1.4361038396328523 0 0 0
692 2 -0.8937395761800558 1.60478180433177 1.5931529904100783 1 0 0
246 1 1.2333211177500352 1.6592695855229573 4.778959670152752 0 0 0
938 2 0.2175492649667672 2.674356244294389 5.331508607293102 0 0 0
365 2 1.3899294241665117 -0.9798483266041823 -0.19010084144030026 1 0 0
985 2 3.4829702557590805 -0.6229972055929673 3.293115324272158 0 1 0
73 1 5.209870944815647 -0.24779344274425263 0.6826005270675166 0 0 0
773 2 4.105216420686464 0.6117742251087634 1.3550886424820492 0 0 0
383 2 5.736312857300122 2.1727752163278953 2.202408817014217 0 0 0
934 2 6.442312185102361 1.1807258552509632 4.163745136750614 0 1 1
249 1 6.887665764681628 2.369459010954552 1.285833859379541 0 1 1
469 2 4.5835598332465395 0.15351282882465056 5.151901107991157 0 1 0
100 1 7.484971333343793 0.18723134537940567 3.6976483865215286 0 -1 0
3 1 7.167934863312709 1.8106308158892457 5.206883644353676 1 0 1
38 1 9.76177775594031 0.911686842540568 5.216859980968627 1 1 0
105 1 10.125239669319283 0.1838728523189468 5.324739430058471 -2 2 1
36 1 11.43906369547672 2.8449027322805436 4.488710339126786 0 1 1
99 1 9.020312543490357 4.15189779376125 0.025735319535377776 1 0 0
31 1 9.278829804095928 2.615736866115974 2.54019629124596 -1 -1 -1
800 2 9.2849657503404 11.626615647022813 2.396727123683592 0 0 0
164 1 11.946717125562753 4.8310134090515096 1.925496954302044 -1 -1 -1
107 1 10.922939021861083 0.13543102995504563 -0.46769810025267144 0 0 0
102 1 10.807896378994702 0.6762031130988957 0.09168268850919614 0 1 1
616 2 -0.3004777370819556 4.206724598506498 -0.9351344090599089 0 0 1
573 2 2.105720097743092 4.079118447757561 1.9933634103484135 0 1 1
864 2 1.798602405813078 6.2317108712821465 0.872937293468556 0 0 0
675 2 1.3053252585285615 4.521616318330817 4.3092891849929735 0 0 0
998 2 -0.2710096578588752 7.027095882607762 1.8307656888986275 1 0 0
327 2 0.5997907825494839 6.579691127501672 5.067080659625881 0 0 0
497 2 3.348114625596235 3.643888582016663 5.161838615075789 1 0 0
324 2 4.347177287084663 4.105283811830181 2.905575953623295 0 0 0
754 2 5.029531236357767 6.355663788658292 2.8069509611710552 0 0 0
788 2 4.222299253418528 7.09651111082947 4.912977132108218 0 0 0
558 2 6.49410888274753 5.70091292254281 -0.22070598848942713 0 1 1
565 2 7.015194836780914 7.03638827644787 1.6688263474038858 0 0 0
649 2 3.654953892064878 7.464194013989655 1.3620249320376256 0 0 0
