LAMMPS data file via write_data, version 2 Apr 2025, timestep = 6560000, units = metal

10000 atoms
2 atom types

-0.19439082675228292 58.117538616889775 xlo xhi
-0.19439082675228292 58.117538616889775 ylo yhi
-0.19439082675228292 58.117538616889775 zlo zhi

Atom Type Labels

1 H
2 Si

Masses

1 1.00784
2 28.0855

Atoms # atomic

1513 2 2.098609641314716 2.2835508117221135 3.981091988867555 0 0 1
8648 2 2.132219122732318 2.7320743878358313 1.5624937491882358 1 1 0
1434 2 3.7393292792804735 3.935199256608784 5.150913552834448 0 0 1
641 2 4.239335933751574 2.192277899936767 0.6813907069508788 0 0 0
1666 2 0.6894022448786808 1.4651562206884765 0.2695087070465542 0 0 1
317 2 4.123884334744428 -0.1793729788123744 0.7674557668978575 0 0 0
5122 2 2.2924548296290705 14.292525847520565 5.718263568033659 1 0 0
1202 2 6.531239784320156 2.229403350456088 1.438955997655624 0 0 0
3907 2 7.614713620255494 3.4623288111388626 5.648610421764104 0 1 1
4993 2 7.755050469235271 3.980530853526675 2.204889643956259 0 1 1
1260 1 8.281345768141238 2.4328543470488024 4.906913783311948 0 0 0
2665 2 5.510310946865489 2.9279292616870314 6.667334433353946 0 1 0
1629 2 9.433242390147317 4.508063998694028 6.848892422333907 0 0 1
2595 2 13.780990722567056 0.10451560088233008 1.2851266988592929 0 1 0
1136 2 10.125833455417364 3.379475303830681 2.2559352148062786 0 0 0
1141 2 12.396175288224674 2.351219436381316 5.820073782579876 0 0 0
896 2 11.398885729410036 1.8842415734385836 3.776569357210655 0 0 0
525 2 13.617819183075316 1.6511779061471354 3.0428696996576696 0 0 0
5876 2 13.43919395404212 0.4090937384973349 6.533237107600096 1 0 0
960 2 9.925885676313364 2.586035365905861 -0.1887448138175707 0 0 0
3798 1 10.355887769467271 0.36489361081654104 1.0762216244725538 0 1 1
1009 2 14.000823181300259 10.832153433052925 4.986785535403719 0 0 0
8147 2 0.014600128349314817 4.795460958626931 5.071082547040736 1 1 0
8354 2 1.9927445617423207 4.731997725778672 6.438314168199893 1 1 0
3278 2 0.7188716250950855 4.744550218507185 1.3128665343835997 0 1 0
707 2 2.0762814854922156 7.872486378248956 3.0075507069041993 0 0 0
667 2 0.6407784267671782 6.136169056324742 3.1568367495051652 0 0 0
